application_mode,daytime_evening_attendance_t,application_order,previous_qualification,previous_qualification_grade,admission_grade
39,1,1,1,130.0,162.3
1,1,2,1,149.0,137.8
1,1,1,1,130.0,119.5
39,1,1,1,150.0,110.0
1,1,1,1,106.0,105.0
1,1,1,1,162.0,142.8
43,0,3,1,120.0,128.2
39,0,1,19,133.1,120.0
7,1,1,3,130.0,130.0
17,1,2,1,128.0,121.7
1,1,1,1,124.0,116.0
39,0,1,1,133.1,133.2
43,0,1,1,114.0,116.7
1,1,2,1,140.0,126.4
39,1,1,1,160.0,140.0
1,1,1,1,122.0,120.3
39,1,1,1,140.0,118.0
15,1,1,1,160.0,149.5
44,1,1,39,130.0,130.0
1,1,1,1,141.0,126.3
17,1,3,1,127.0,116.2
17,1,1,1,126.0,126.0
1,1,1,1,131.0,122.3
1,1,1,1,130.0,119.5
44,1,1,39,130.0,131.8
17,1,6,1,140.0,130.7
44,1,1,39,140.0,140.0
1,1,1,1,140.0,129.5
39,1,1,19,133.1,130.0
39,1,1,1,120.0,114.0
43,1,1,1,121.0,121.0
17,1,1,1,123.0,116.4
1,1,1,1,136.0,121.7
42,1,1,1,136.0,130.0
43,0,1,1,120.0,120.0
43,0,1,4,160.0,125.0
17,1,1,1,125.0,134.1
1,1,1,1,146.0,149.5
43,1,4,1,117.0,113.2
39,0,1,1,150.0,146.0
44,1,1,39,140.0,140.0
39,1,1,1,111.0,162.4
43,1,1,1,120.0,136.6
18,1,3,1,111.0,111.0
1,1,1,1,118.0,115.7
1,1,3,1,106.0,105.7
42,1,1,39,120.0,128.2
1,1,1,1,151.0,137.0
39,1,1,19,133.1,120.0
39,0,1,1,120.0,120.5
51,0,1,39,120.0,118.1
39,0,1,1,110.0,139.0
39,1,2,19,133.1,116.3
17,1,5,1,118.0,120.5
1,1,1,1,139.0,134.9
17,1,1,1,130.0,123.0
17,1,1,1,132.0,122.9
39,0,1,1,100.0,140.0
17,1,1,1,120.0,122.5
39,0,1,12,133.1,121.5
17,1,3,1,156.0,132.3
17,1,4,1,143.0,131.5
43,1,1,9,133.1,128.2
39,1,1,1,140.0,148.0
1,1,1,1,127.0,121.5
1,1,1,1,135.0,135.4
39,1,1,19,133.1,139.0
43,1,1,1,120.0,113.4
44,1,1,39,150.0,150.0
17,1,1,1,123.0,122.0
44,1,1,39,150.0,150.0
39,1,1,12,133.1,119.3
39,1,1,1,130.0,140.0
1,1,4,1,140.0,125.0
1,1,1,1,141.0,140.7
39,1,1,19,133.1,100.0
17,1,5,1,146.0,146.7
39,1,1,19,133.1,96.0
44,1,1,39,160.0,160.0
44,1,1,39,130.0,130.0
39,0,1,1,160.0,130.0
43,1,1,2,140.0,140.0
1,1,6,1,126.0,116.6
17,1,5,1,118.0,120.5
39,1,1,19,133.1,103.0
17,1,2,1,121.0,111.9
17,1,1,1,148.0,148.7
43,0,1,12,133.1,120.0
1,1,2,1,140.0,125.7
1,1,1,1,132.0,120.1
1,1,1,1,140.0,127.8
17,1,3,1,112.0,106.4
42,1,1,1,100.0,100.0
17,1,4,1,126.0,123.9
1,1,1,1,150.0,139.5
44,1,1,39,150.0,150.0
1,1,1,1,144.0,139.8
39,0,1,1,133.1,154.4
17,1,6,1,120.0,115.5
39,0,1,1,133.1,119.0
39,1,1,1,133.1,96.1
7,1,1,3,130.0,130.0
43,1,1,1,133.0,128.8
18,1,1,1,124.0,126.8
7,0,1,40,130.0,130.0
1,1,3,1,124.0,116.7
17,1,3,1,132.0,125.5
7,1,1,3,110.0,110.0
1,1,3,1,127.0,133.7
1,1,1,1,130.0,117.6
44,1,1,39,140.0,140.0
44,1,1,39,150.0,150.0
16,1,2,1,133.0,133.7
16,1,4,1,109.0,137.0
43,1,1,1,133.1,128.2
18,1,4,1,133.0,129.2
17,1,3,1,134.0,129.5
1,1,4,1,125.0,129.6
17,1,3,1,135.0,121.7
17,1,2,1,132.0,141.8
1,1,3,1,135.0,129.8
44,1,1,39,100.0,106.0
43,1,1,1,144.0,121.6
17,1,1,1,125.0,121.5
1,1,1,1,133.1,117.0
44,1,1,39,130.0,130.0
17,1,1,1,117.0,117.7
44,1,1,39,140.0,140.0
1,1,1,1,132.0,133.1
15,1,1,1,133.1,100.0
17,1,1,1,132.0,119.1
1,1,1,1,148.0,129.8
1,1,1,1,133.0,131.3
17,1,5,1,143.0,136.7
17,1,1,1,143.0,126.2
15,1,1,1,133.1,109.6
1,1,1,1,141.0,131.9
1,1,2,1,140.0,140.7
18,0,6,1,134.0,120.7
1,1,2,1,118.0,113.8
1,1,1,1,135.0,121.0
17,0,1,1,119.0,112.4
1,1,6,1,145.0,131.0
1,1,1,1,143.0,142.7
1,1,1,1,123.0,125.5
1,1,3,1,108.0,107.8
1,1,3,1,117.0,110.4
44,1,1,39,140.0,136.1
39,1,1,1,170.0,138.3
1,1,2,1,157.0,142.3
42,1,1,6,141.0,145.0
1,1,1,1,125.0,125.7
39,1,1,19,133.1,108.0
1,1,4,1,143.0,128.7
1,1,1,1,142.0,128.0
1,1,3,1,150.0,146.5
1,1,2,1,112.0,106.1
17,0,2,1,133.1,118.0
17,1,1,1,125.0,117.0
1,1,3,1,121.0,115.4
17,1,3,1,133.1,117.0
39,1,1,1,133.1,144.9
17,1,1,1,135.0,127.0
1,1,4,1,132.0,118.0
39,1,1,19,133.1,118.0
43,1,1,1,135.0,126.4
43,1,1,39,110.0,110.0
17,1,1,1,133.0,124.4
44,1,1,39,140.0,140.0
1,1,1,1,135.0,129.4
44,1,1,39,140.0,141.7
1,1,2,1,144.0,132.1
1,1,5,1,122.0,116.8
1,0,1,1,143.0,135.0
44,1,1,39,150.0,150.0
1,1,3,1,124.0,116.0
1,1,1,1,156.0,155.0
1,1,1,1,142.0,127.0
17,1,1,1,142.0,130.8
1,1,6,1,126.0,121.8
39,1,1,19,133.1,140.0
42,1,1,1,170.0,148.5
42,1,1,1,130.0,109.8
1,1,1,1,133.0,119.7
42,1,1,1,122.0,122.0
1,1,1,1,138.0,147.5
17,1,1,1,163.0,150.8
44,1,1,39,150.0,150.0
39,0,1,19,133.1,131.5
1,1,1,1,144.0,127.2
17,1,1,1,118.0,111.0
43,1,5,1,101.0,119.9
1,1,2,1,133.0,133.7
17,1,1,1,133.1,140.0
5,1,2,1,124.0,113.9
1,1,1,1,127.0,120.7
39,1,1,1,133.1,119.8
39,0,1,1,110.0,121.8
18,1,1,1,110.0,117.7
39,1,1,1,160.0,110.0
43,1,1,1,120.0,134.4
1,1,1,1,133.1,125.3
1,1,1,1,132.0,119.1
39,1,1,1,130.0,146.0
43,1,1,1,130.0,130.0
17,1,6,1,129.0,122.0
17,1,5,1,130.0,118.1
39,1,1,1,140.0,105.2
17,1,5,1,131.0,123.3
17,1,1,1,129.0,124.8
39,0,1,19,133.1,149.4
43,1,1,1,112.0,108.5
17,1,1,1,119.0,125.0
1,1,1,1,133.1,101.0
1,1,1,1,123.0,112.9
17,1,3,1,131.0,120.2
1,1,1,1,120.0,111.6
1,1,1,1,125.0,134.1
39,1,1,1,133.1,101.6
18,1,2,1,121.0,111.9
51,1,1,1,148.0,118.4
1,1,1,1,139.0,127.1
17,1,3,1,125.0,120.5
17,1,4,1,128.0,136.1
17,1,2,1,132.0,124.0
17,1,4,1,137.0,141.6
44,1,1,39,160.0,160.0
39,1,1,1,120.0,110.0
43,1,1,1,134.0,100.0
39,1,1,12,133.1,120.0
1,1,2,1,116.0,124.8
44,1,1,39,140.0,140.0
1,1,3,1,140.0,124.3
43,1,1,1,122.0,118.9
17,1,1,1,141.0,130.2
44,1,1,1,120.0,120.0
7,1,1,3,140.0,140.0
39,1,1,12,133.1,130.0
17,1,2,1,137.0,130.4
1,1,2,1,122.0,116.1
44,1,1,39,130.0,130.0
43,0,2,1,140.0,124.3
17,1,6,1,125.0,125.0
51,0,1,2,110.0,110.0
1,1,1,1,133.1,115.0
43,1,1,1,132.0,129.6
51,1,1,1,122.0,128.8
1,1,3,1,155.0,144.2
39,1,1,1,120.0,134.0
43,1,1,1,129.0,112.0
1,1,2,1,144.0,128.8
39,1,1,1,130.0,134.0
1,1,1,1,133.1,125.0
17,1,4,1,133.0,123.2
17,1,3,1,131.0,118.4
51,1,1,1,133.1,116.2
39,1,1,1,133.1,123.0
17,1,1,1,118.0,113.5
51,1,1,40,120.0,125.0
17,1,3,1,133.1,134.8
1,1,1,1,145.0,149.9
1,1,1,1,125.0,119.8
43,1,1,1,125.0,125.0
1,1,3,1,148.0,135.1
1,1,4,1,139.0,138.3
17,1,2,1,130.0,122.5
1,1,1,1,148.0,148.0
1,1,2,1,130.0,126.2
43,1,4,6,134.0,129.8
39,1,1,19,133.1,104.0
18,1,4,1,137.0,126.7
39,0,1,1,130.0,120.0
1,1,2,1,137.0,124.6
44,1,1,1,130.0,130.0
17,0,1,1,140.0,127.3
2,1,1,1,150.0,122.0
7,1,1,3,130.0,125.1
1,1,1,1,133.1,110.0
1,1,1,1,134.0,129.8
17,1,1,1,125.0,114.9
1,1,1,1,141.0,125.6
18,1,3,1,138.0,125.1
17,1,1,1,116.0,115.7
1,1,3,1,122.0,112.6
1,1,3,1,131.0,127.2
44,1,1,39,140.0,140.0
44,1,1,39,140.0,140.0
1,1,4,1,127.0,120.4
39,1,1,19,133.1,100.0
1,1,1,1,117.0,113.5
1,1,1,1,150.0,132.1
44,1,1,39,160.0,160.0
1,1,1,1,128.0,126.3
44,1,1,39,160.0,160.0
43,1,1,1,126.0,100.0
18,1,1,1,135.0,125.8
1,1,3,1,139.0,142.2
17,1,2,1,125.0,119.4
1,1,2,1,106.0,106.4
7,0,1,40,120.0,120.0
44,1,1,39,150.0,150.0
17,1,2,1,130.0,148.6
1,1,1,1,116.0,108.7
44,1,1,39,130.0,130.0
17,1,1,1,140.0,124.6
1,1,2,1,134.0,131.0
44,1,1,39,130.0,130.0
18,1,1,1,122.0,116.1
17,1,1,1,128.0,125.6
17,1,1,1,130.0,121.3
1,1,3,1,113.0,107.4
1,1,1,1,126.0,116.9
43,1,2,1,135.0,123.5
1,1,1,1,141.0,130.5
39,1,1,12,133.1,140.0
17,1,1,1,133.1,117.1
18,1,1,1,144.0,127.5
43,0,1,1,140.0,126.0
43,0,1,10,100.0,113.0
1,1,1,1,135.0,130.1
43,0,1,1,130.0,110.0
1,1,3,1,147.0,135.8
39,0,1,19,149.0,126.3
27,1,1,2,130.0,130.0
39,0,1,1,120.0,104.0
43,1,1,1,125.0,123.6
39,0,1,1,133.1,121.0
43,1,1,1,149.0,130.5
7,0,1,43,180.0,180.0
43,1,1,1,110.0,112.5
1,1,3,1,131.0,126.1
1,1,1,1,117.0,111.8
17,1,1,1,120.0,131.4
17,1,1,1,160.0,144.3
39,1,1,1,100.0,115.0
44,1,1,39,140.0,120.0
39,1,1,1,160.0,168.6
17,1,6,1,141.0,127.7
44,1,1,39,130.0,150.0
1,1,1,1,142.0,129.8
1,1,1,1,130.0,135.6
39,1,1,19,133.1,100.0
44,1,1,39,140.0,140.0
1,1,1,1,129.0,124.1
1,1,1,1,148.0,131.6
1,1,3,1,143.0,129.0
17,1,1,1,128.0,135.7
43,1,1,1,100.0,108.0
1,1,1,1,116.0,110.8
1,1,1,1,128.0,124.5
39,1,1,1,120.0,100.0
43,1,1,1,121.0,123.8
17,1,1,1,137.0,131.4
1,1,1,1,115.0,118.5
1,1,2,1,129.0,122.0
1,1,1,1,125.0,122.9
1,1,1,1,125.0,118.7
39,1,1,19,133.1,100.0
16,1,2,1,131.0,135.9
1,1,1,1,133.1,138.4
39,1,1,12,133.1,128.2
43,1,1,1,114.0,107.4
17,1,1,1,127.0,129.8
39,1,1,1,130.0,100.0
1,1,3,1,121.0,113.0
43,0,1,1,120.0,107.0
39,1,1,12,120.0,130.0
43,1,1,1,120.0,120.0
1,1,1,1,120.0,120.5
39,1,1,1,133.1,120.5
1,1,4,1,124.0,137.0
39,1,1,1,150.0,115.0
39,0,1,19,133.1,142.7
1,1,1,1,116.0,116.7
43,0,1,1,133.1,136.1
39,1,1,19,133.1,134.3
18,1,1,1,167.0,153.0
1,1,1,1,140.0,132.0
1,1,2,1,124.0,129.6
43,1,1,1,110.0,105.0
17,1,2,1,150.0,130.8
1,1,1,1,123.0,119.7
17,1,1,1,152.0,132.5
44,1,1,39,130.0,130.0
39,1,1,1,133.1,120.0
17,1,1,1,133.1,150.0
1,1,1,1,124.0,115.6
43,1,2,6,119.1,119.1
1,1,2,1,128.0,123.5
39,1,1,1,133.1,120.0
43,1,1,19,133.1,110.0
17,1,1,1,145.0,131.4
18,1,2,1,141.0,126.8
43,1,4,6,118.9,118.9
39,0,1,1,160.0,160.0
17,1,5,1,111.0,115.9
1,1,2,1,111.0,109.3
1,1,1,1,123.0,113.9
1,1,1,1,133.0,121.8
7,1,1,3,140.0,140.0
18,1,1,1,122.0,114.7
1,1,1,1,128.0,120.0
1,1,1,1,108.0,107.3
17,1,1,1,139.0,136.2
1,1,2,1,130.0,119.5
18,1,1,1,133.1,106.0
1,1,4,1,130.0,124.1
1,1,3,1,143.0,133.2
39,1,1,1,110.0,110.0
1,1,6,1,120.0,114.8
1,1,1,1,140.0,130.0
17,1,5,1,125.0,122.6
17,1,1,1,134.0,133.5
39,1,1,1,130.0,120.0
7,1,1,3,120.0,120.0
1,1,3,1,142.0,137.3
17,1,3,1,127.0,123.5
39,1,1,1,140.0,131.8
39,1,1,1,140.0,130.0
18,1,6,1,142.0,128.0
39,1,1,1,120.0,95.0
1,1,2,1,124.0,116.0
1,1,1,1,157.0,136.7
39,1,1,1,126.6,107.5
39,1,1,1,110.0,108.4
17,1,1,1,144.0,130.7
44,0,1,39,160.0,155.9
1,1,4,1,105.0,106.1
1,1,2,1,130.0,128.6
43,0,1,3,140.0,140.0
1,1,1,1,138.0,145.0
17,0,1,1,120.0,113.0
1,1,1,1,135.0,137.1
1,1,1,1,119.0,119.7
17,1,1,1,121.0,120.5
1,1,5,1,126.0,125.7
17,1,4,1,132.0,125.5
1,1,1,1,128.0,124.5
39,0,1,1,160.0,126.0
1,1,1,1,125.0,136.2
43,1,1,1,127.0,124.2
17,1,5,1,147.0,138.5
1,1,2,1,130.0,122.3
1,1,6,1,134.0,126.0
39,1,1,1,140.0,135.4
1,1,1,1,151.0,146.5
1,1,1,1,132.0,121.9
7,0,1,40,130.0,130.0
1,1,1,1,126.0,115.2
18,1,3,1,119.0,115.2
1,1,1,1,123.0,125.1
1,1,1,1,106.0,108.0
1,1,3,1,121.0,125.9
1,1,2,1,138.0,128.0
1,1,5,1,118.0,113.5
39,1,1,1,120.0,124.6
39,1,1,19,133.1,116.0
17,1,3,1,141.0,124.9
39,1,1,1,180.0,140.5
39,1,1,1,180.0,179.6
17,1,1,1,115.0,116.1
17,1,2,1,142.0,139.4
17,1,4,1,135.0,129.0
39,1,1,1,150.0,135.6
43,1,1,1,153.0,147.8
18,1,1,1,153.0,138.0
7,1,1,3,150.0,150.0
1,1,6,1,144.0,130.8
1,1,1,1,130.0,122.6
1,1,1,1,125.0,119.1
39,1,1,19,133.1,111.8
1,1,3,1,133.0,125.0
17,1,1,1,140.0,129.9
17,1,4,1,133.0,131.1
1,1,1,1,154.0,141.4
39,1,1,1,133.1,120.0
42,1,1,1,168.0,133.4
17,1,3,1,132.0,127.3
1,1,1,1,133.1,131.8
17,1,1,1,120.0,114.8
1,1,3,1,150.0,132.8
44,1,1,39,140.0,140.0
1,1,1,1,103.0,108.3
44,1,1,39,150.0,150.0
44,0,1,39,160.0,160.0
1,1,1,1,131.0,131.7
1,1,1,1,114.0,112.6
39,0,1,1,120.0,111.1
43,1,3,1,140.0,127.5
43,1,1,1,130.0,120.2
17,1,4,1,121.0,118.9
1,1,4,1,130.0,119.9
17,1,2,1,141.0,127.3
1,1,1,1,131.0,127.9
39,1,1,38,133.1,133.0
17,1,6,1,117.0,114.6
1,1,2,1,151.0,144.5
17,1,1,1,131.0,125.4
17,1,1,1,145.0,145.0
39,1,1,1,135.0,138.1
17,1,1,1,119.0,124.6
1,1,2,1,122.0,130.8
1,1,2,1,155.0,140.5
1,1,1,1,123.0,124.1
43,1,1,1,130.0,118.4
15,1,1,1,133.1,128.2
1,1,1,1,114.0,109.5
17,1,1,1,137.0,131.1
1,1,3,1,161.0,137.9
1,1,1,1,133.1,128.2
39,0,1,1,133.1,126.5
1,1,1,1,128.0,120.0
39,1,2,19,133.1,123.0
7,1,1,40,130.0,130.0
17,1,6,1,147.0,141.1
39,1,1,1,140.0,140.0
42,1,1,1,140.0,133.6
39,1,2,19,133.1,123.5
1,1,1,1,141.0,136.3
1,1,2,1,128.0,123.5
39,1,1,1,150.0,112.0
44,1,1,39,160.0,160.0
39,1,1,1,133.1,110.0
18,1,3,1,128.0,116.8
17,1,5,1,114.0,109.5
39,1,1,19,133.1,100.0
5,1,1,1,126.0,117.3
39,1,2,1,133.1,130.0
51,1,1,1,129.0,137.8
17,1,1,1,140.0,136.5
39,0,1,1,133.1,138.7
17,1,1,1,134.0,124.9
39,0,1,1,133.1,140.0
17,1,2,1,132.0,122.6
1,1,2,1,131.0,129.5
1,1,1,1,133.1,155.0
1,0,1,1,133.1,100.0
18,1,1,1,160.0,137.6
7,1,1,3,120.0,120.0
15,1,1,1,114.0,114.0
1,0,1,1,140.0,139.0
39,1,1,1,100.0,110.0
1,1,6,1,139.0,128.5
1,1,1,1,136.0,132.2
7,1,1,3,130.0,130.0
17,1,1,1,145.0,129.3
1,1,1,1,133.1,128.2
1,1,6,1,146.0,130.3
1,1,1,1,159.0,162.5
39,0,1,19,133.1,130.0
7,1,1,2,110.0,110.0
39,1,1,1,120.0,142.3
17,1,1,1,130.0,122.0
1,1,3,1,158.0,153.6
1,1,1,1,122.0,112.9
1,1,1,1,140.0,124.1
17,1,1,1,136.0,129.7
1,1,1,1,111.0,110.0
17,1,2,1,145.0,136.3
17,1,1,1,133.1,146.0
1,1,1,1,140.0,129.9
1,1,1,1,140.0,140.9
1,1,1,1,156.0,135.5
1,1,1,1,132.0,122.0
53,1,1,42,140.0,140.0
1,1,1,1,164.0,163.0
17,1,4,1,113.0,107.4
1,1,1,1,122.0,114.3
43,1,1,1,150.0,140.8
1,1,2,1,135.0,126.3
39,1,1,1,133.1,110.0
1,1,2,1,122.0,126.2
42,1,1,39,140.0,140.0
1,1,1,1,138.0,123.0
1,1,3,1,130.0,157.0
5,1,1,1,157.0,149.7
43,1,1,1,140.0,140.0
53,1,1,42,170.0,170.0
39,0,1,1,150.0,130.2
17,1,1,1,146.0,135.5
43,0,1,1,120.0,118.3
1,1,1,1,118.0,116.3
7,0,1,3,120.0,120.0
1,1,1,1,154.0,154.7
17,1,2,1,139.0,132.7
18,1,1,1,136.0,130.8
1,1,2,1,130.0,122.7
39,1,1,19,133.1,130.0
17,1,1,1,133.0,123.6
18,1,1,1,143.0,116.5
17,1,3,1,117.0,111.1
1,1,3,1,145.0,136.3
1,1,5,1,134.0,129.8
39,0,1,1,170.0,134.7
1,1,2,1,143.0,131.8
1,1,1,1,140.0,126.8
1,1,1,1,131.0,130.7
17,1,3,1,115.0,109.8
7,0,1,3,130.0,133.9
39,1,1,1,130.0,109.9
44,1,1,39,160.0,160.0
39,0,1,19,133.1,106.5
39,1,1,1,130.0,120.0
43,0,1,1,140.0,107.8
43,0,1,14,133.1,100.0
39,0,1,1,150.0,112.5
43,0,1,1,140.0,135.5
1,1,1,1,145.0,145.0
1,1,1,1,126.0,119.0
7,1,1,3,130.0,130.0
1,1,4,1,135.0,126.3
39,0,1,19,133.1,113.5
43,0,1,3,120.0,120.0
17,1,2,1,120.0,111.3
18,1,1,1,147.0,130.2
43,1,1,1,149.0,140.2
1,1,5,1,124.0,113.9
17,1,1,1,133.1,99.0
1,1,2,1,125.0,124.0
1,1,1,1,141.0,138.9
1,1,1,1,131.0,130.0
17,1,4,1,118.0,120.8
1,1,6,1,129.0,127.8
17,1,3,1,136.0,126.0
1,1,2,1,134.0,126.0
1,1,1,1,153.0,138.5
1,1,3,1,119.0,119.4
39,1,1,1,140.0,101.5
39,1,2,1,133.1,101.5
17,1,2,1,130.0,126.2
1,1,3,1,128.0,129.8
1,1,1,1,145.0,138.4
1,1,1,1,146.0,129.3
1,1,1,1,119.0,113.1
17,1,1,1,160.0,144.3
17,1,5,1,144.0,141.0
7,1,1,40,130.0,130.0
17,1,3,1,122.0,117.5
1,1,3,1,153.0,131.8
1,1,1,1,147.0,133.7
43,1,1,1,121.0,115.4
1,1,3,1,134.0,129.1
1,0,1,1,133.0,135.5
17,1,5,1,118.0,112.4
1,1,1,1,137.0,130.8
1,1,5,1,143.0,131.6
39,1,1,1,123.0,140.8
44,1,1,39,140.0,140.0
1,1,1,1,118.0,114.2
1,1,1,1,142.0,127.3
1,0,1,1,115.0,115.0
43,1,1,1,131.0,118.8
39,1,1,1,130.0,125.0
17,1,2,1,133.1,111.5
17,1,1,1,134.0,124.2
7,1,1,40,130.0,130.0
7,1,1,3,133.1,120.0
43,0,1,12,114.0,110.0
39,1,1,1,130.0,113.3
43,1,1,1,128.0,123.5
1,1,1,1,133.1,101.0
39,1,1,19,133.1,120.9
39,1,1,1,140.0,154.6
1,1,1,1,117.0,120.2
43,1,3,1,139.0,146.5
1,1,1,1,159.0,160.1
39,1,1,1,140.0,150.0
1,1,3,1,140.0,135.8
1,1,1,1,135.0,143.8
1,1,1,1,121.0,116.8
1,1,5,1,124.0,113.9
1,1,3,1,131.0,118.0
1,1,5,1,160.0,150.2
1,1,2,1,120.0,115.1
1,1,1,1,140.0,131.3
44,0,1,39,120.0,120.0
17,1,2,1,118.0,110.3
43,1,1,1,133.1,100.0
17,1,2,1,111.0,110.7
43,1,3,1,140.0,143.4
1,1,6,1,125.0,115.9
18,0,1,1,133.1,145.0
17,1,2,1,136.0,140.9
1,1,2,1,115.0,108.4
1,1,1,1,116.0,114.3
18,1,5,1,110.0,110.0
1,1,1,1,135.0,121.7
43,1,2,1,131.0,123.7
1,1,2,1,124.0,116.5
1,1,1,1,163.0,155.0
43,1,1,1,137.0,129.3
1,1,3,1,128.0,121.7
39,1,1,1,133.1,148.2
1,1,2,1,133.1,125.5
17,1,4,1,148.0,131.9
17,1,1,1,127.0,121.8
43,1,1,1,110.0,107.7
39,1,1,1,133.1,115.5
1,1,1,1,145.0,139.8
1,1,1,1,136.0,133.2
1,0,1,1,131.0,118.4
17,1,2,1,138.0,123.3
39,0,1,1,150.0,134.5
1,1,1,1,112.0,110.6
42,1,1,1,154.0,154.0
43,0,1,39,160.0,160.0
44,1,1,39,140.0,140.0
17,1,2,1,150.0,132.5
17,1,2,1,141.0,127.7
1,1,5,1,122.0,117.5
1,1,5,1,120.0,127.0
1,1,1,1,139.0,125.5
17,1,6,1,138.0,140.5
5,1,1,1,119.0,118.3
1,1,1,1,129.0,120.8
1,1,1,1,133.1,95.0
17,0,1,1,125.0,122.2
17,1,1,1,125.0,143.9
1,1,2,1,137.0,127.2
1,1,1,1,123.0,120.2
1,1,3,1,154.0,134.8
1,1,1,1,144.0,142.6
1,1,1,1,153.0,147.9
1,1,1,1,152.0,160.4
1,1,1,1,150.0,134.6
1,1,1,1,129.0,121.0
1,1,1,1,150.0,142.7
17,1,2,1,125.0,115.6
1,1,1,1,133.1,130.0
1,1,2,1,140.0,124.3
1,1,1,1,140.0,137.9
1,1,6,1,133.1,100.0
1,1,2,1,132.0,128.2
17,1,3,1,135.0,135.0
16,1,4,1,135.0,121.0
1,1,1,1,133.1,147.0
1,1,1,1,168.0,149.5
1,1,1,1,143.0,144.4
17,1,2,1,116.0,116.0
43,1,1,1,134.0,120.7
44,1,1,39,140.0,141.8
17,0,2,1,133.0,119.7
1,1,6,1,125.0,118.4
39,0,1,1,133.1,134.5
39,1,1,1,133.1,128.2
43,1,1,1,137.0,115.0
39,0,1,1,140.0,130.0
43,1,1,1,134.0,120.7
1,1,5,1,139.0,130.5
1,1,2,1,113.0,107.4
1,1,3,1,133.1,100.0
43,1,1,1,132.0,125.0
1,1,4,1,127.0,121.5
1,1,1,1,123.0,127.2
39,1,1,40,130.0,160.0
51,1,1,1,125.0,120.0
1,1,3,1,140.0,141.5
17,1,1,1,111.0,111.4
1,1,1,1,132.0,136.6
1,1,1,1,150.0,154.6
18,1,4,1,118.0,111.4
43,0,1,1,150.0,120.1
39,0,2,19,100.0,100.0
39,1,1,3,130.0,140.0
43,0,1,3,130.0,130.0
39,1,1,19,133.1,100.0
1,1,1,1,112.0,106.1
1,0,1,1,144.0,151.4
18,1,2,1,120.0,113.7
1,1,1,1,121.0,116.5
7,0,1,4,120.0,120.0
39,1,1,1,100.0,122.0
17,1,5,1,115.0,117.1
1,1,2,1,123.0,120.8
1,1,1,1,134.0,141.4
39,1,1,1,123.0,110.0
43,0,1,2,120.0,120.0
17,1,1,1,131.0,120.2
39,0,1,12,133.1,138.4
44,1,1,39,150.0,150.0
17,1,5,1,134.0,121.8
44,1,1,39,140.0,140.0
1,1,1,1,117.0,116.3
1,0,2,1,143.0,131.5
17,1,2,1,142.0,141.0
17,1,1,1,132.0,138.0
17,1,4,1,138.0,127.5
1,1,1,1,131.0,127.0
17,1,2,1,123.0,118.9
1,1,1,1,131.0,134.5
17,1,1,1,141.0,133.0
39,1,1,1,133.1,114.0
17,1,1,1,116.0,116.7
1,1,3,1,123.0,125.1
17,1,1,1,133.0,137.2
39,0,1,1,133.1,111.4
1,1,1,1,133.1,105.0
18,1,2,1,140.0,124.3
39,1,1,19,100.0,132.0
39,1,2,1,130.0,110.0
1,1,5,1,134.0,134.7
1,1,1,1,134.0,136.8
44,1,1,39,160.0,160.0
44,1,1,39,130.0,130.0
1,1,1,1,141.0,128.8
1,1,1,1,147.0,148.4
1,1,1,1,137.0,130.4
39,1,1,3,130.0,126.0
1,1,6,1,119.0,118.7
39,1,1,1,130.0,120.0
39,1,1,1,130.0,120.0
44,1,1,39,120.0,116.3
1,1,1,1,130.0,133.9
39,0,1,39,150.0,150.3
17,1,1,1,120.0,118.3
44,1,1,39,130.0,130.0
43,1,1,39,140.0,140.0
17,1,6,1,130.0,110.4
17,1,4,1,147.0,139.7
1,1,1,1,148.0,138.3
1,1,5,1,133.0,123.2
42,1,1,1,135.0,120.0
39,1,1,1,116.0,127.0
44,1,1,39,110.0,114.2
1,1,4,1,133.0,119.7
44,1,1,39,150.0,150.0
1,1,6,1,135.0,123.5
7,0,1,3,130.0,130.0
43,1,1,1,130.0,124.6
17,1,1,1,132.0,119.4
1,1,1,1,125.0,121.9
1,1,3,1,118.0,110.0
17,1,1,1,118.0,118.7
1,1,1,1,161.0,163.1
17,1,1,1,136.0,121.7
15,1,1,1,135.0,135.0
39,0,1,1,147.0,147.9
1,1,1,1,124.0,118.1
39,0,1,19,133.1,105.3
1,1,1,1,141.0,139.8
7,0,1,3,130.0,130.0
39,0,1,39,110.0,127.5
39,1,1,12,133.1,120.0
43,1,2,1,130.0,124.2
17,1,1,1,120.0,113.4
1,1,4,1,133.1,118.0
17,1,1,1,145.0,130.0
1,1,1,1,131.0,135.9
1,1,2,1,147.0,135.8
1,1,1,1,138.0,133.1
1,1,1,1,123.0,118.8
1,1,2,1,129.0,117.1
1,1,1,1,125.0,114.5
1,1,1,1,131.0,127.2
42,1,1,1,100.0,130.0
17,1,1,1,120.0,116.1
17,1,2,1,145.0,130.5
39,1,1,1,120.0,104.0
17,1,2,1,140.0,128.5
17,1,5,1,134.0,126.0
1,1,1,1,140.0,141.1
17,1,2,1,107.0,102.8
17,1,5,1,133.0,129.2
1,1,1,1,127.0,119.3
1,1,5,1,141.0,126.3
44,1,1,39,140.0,140.0
1,1,3,1,150.0,131.5
1,1,6,1,140.0,137.6
1,1,1,1,141.0,142.8
39,0,1,1,150.0,146.2
1,1,2,1,160.0,162.1
39,1,1,19,133.1,140.0
